,key,PrimaryRef,CarniBinom,PreyOrder,PreyBinom,CD.values,Valid.values,Difference,Re-entered_Full,Potential explanation,Re-entered,Correct explanation
350,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Conepatus_humboldtii","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Carnivora,Conepatus_humboldtii,2.8,2.8,0,,,,
351,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Ctenomys_megellanicus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Rodentia,Ctenomys_megellanicus,26.3,NA,NA,,,,
352,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Eligmodontia_typus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Rodentia,Eligmodontia_typus,14.4,14.4,0,,,,
353,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Galictis_cuja","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Carnivora,Galictis_cuja,1.8,1.8,0,,,,
354,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Lepus_europaeus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Lagomorpha,Lepus_europaeus,23,23,0,,,,
355,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Microcavia_australis","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Rodentia,Microcavia_australis,59.1,59.1,0,,,,
356,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Phyllotis_darwini","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Rodentia,Phyllotis_darwini,1.8,0.5,1.3,1.8,CarniDIET is correct,,
357,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Reithrodon_auritus","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Rodentia,Reithrodon_auritus,4.3,4.3,0,,,,
358,"Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103. Lycalopex_griseus Zaedyus_pichiy","Zapata, S. C., Travaini, A., Delibes, M., & Mart?nez-Peck, R. (2005). Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia.·Studies on Neotropical Fauna and Environment,·40(2), 97-103.",Lycalopex_griseus,Cingulata,Zaedyus_pichiy,33.2,33.2,0,,,,
359,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Atherurus_africanus","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Rodentia,Atherurus_africanus,5,45,-40,5,CarniDIET is correct,,
360,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Cephalophus_jentinki","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Cetartiodactyla,Cephalophus_jentinki,0.5,3,-2.5,0.5,CarniDIET is correct,,
361,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Cephalophus_niger","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Cetartiodactyla,Cephalophus_niger,0.5,31,-30.5,0.5,CarniDIET is correct,,
362,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Cercocebus_torquatus","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Cercocebus_torquatus,3,27,-24,3,CarniDIET is correct,,
363,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Cercopithecus_campbelli","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Cercopithecus_campbelli,1.5,13,-11.5,1.5,CarniDIET is correct,,
364,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Cercopithecus_diana","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Cercopithecus_diana,2.5,37,-34.5,2.5,CarniDIET is correct,,
365,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Cercopithecus_petaurista","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Cercopithecus_petaurista,0.5,8,-7.5,0.5,CarniDIET is correct,,
366,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Colobus_polykomos","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Colobus_polykomos,8,53,-45,8,CarniDIET is correct,,
367,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Epixerus_ebii","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Rodentia,Epixerus_ebii,0.5,4,-3.5,0.5,CarniDIET is correct,,
368,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Genetta_pardina","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Carnivora,Genetta_pardina,1,7,-6,1,CarniDIET is correct,,
369,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Nandinia_binotata","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Carnivora,Nandinia_binotata,0.5,2,-1.5,0.5,CarniDIET is correct,,
370,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Pan_troglodytes","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Pan_troglodytes,0.5,3,-2.5,0.5,CarniDIET is correct,,
371,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Panthera_pardus","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Carnivora,Panthera_pardus,3,30,-27,3,CarniDIET is correct,,
372,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Phataginus_tetradactyla","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Pholidota,Phataginus_tetradactyla,21.5,NA,NA,,,,
373,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Philantomba_maxwellii","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Cetartiodactyla,Philantomba_maxwellii,23.5,125,-101.5,23.5,CarniDIET is correct,,
374,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Piliocolobus_badia","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Piliocolobus_badia,10.5,NA,NA,,,,
375,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Potamochoerus_larvatus","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Cetartiodactyla,Potamochoerus_larvatus,1,NA,NA,,,,
376,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Procolobus_verus","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Primates,Procolobus_verus,0.5,2,-1.5,0.5,CarniDIET is correct,,
377,"Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886. Panthera_pardus Thryonomys_swinderianus","Zuberbuhler, K. and D. Jenny (2002). ""Leopard predation and primate evolution."" Journal of Human Evolution 43(6): 873-886.",Panthera_pardus,Rodentia,Thryonomys_swinderianus,1,NA,NA,,,,
